feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,action,reward
0.0,0.0,882.521240234375,0.0,0.0,0.0,0.0,743.5751342773438,0.0,488.10406494140625,1148.3505859375,0.0,0.0,227.1852264404297,0.0,0.0,5.0,0.0
0.0,0.0,1005.5384521484375,0.0,0.0,0.0,0.0,773.3145141601562,0.0,398.3234558105469,1232.09814453125,0.0,0.0,159.92694091796875,0.0,0.0,5.0,0.0
0.0,0.0,797.0999755859375,0.0,0.0,0.0,0.0,656.0906982421875,0.0,291.12542724609375,1077.0091552734375,0.0,0.0,163.2328338623047,0.0,0.0,5.0,0.0
0.0,0.0,747.1073608398438,0.0,0.0,0.0,0.0,598.8611450195312,0.0,301.71893310546875,1007.384765625,0.0,0.0,133.2042236328125,0.0,0.0,5.0,0.0
0.0,0.0,762.2025146484375,0.0,0.0,0.0,0.0,589.7407836914062,0.0,320.4026794433594,988.8453369140625,0.0,0.0,108.11322021484375,0.0,0.0,5.0,0.0
0.0,0.0,734.74072265625,0.0,0.0,0.0,0.0,593.235595703125,0.0,293.2234802246094,970.2996215820312,0.0,0.0,132.4735870361328,0.0,0.0,5.0,0.0
0.0,0.0,734.30517578125,0.0,0.0,0.0,0.0,593.1447143554688,0.0,292.4736022949219,974.0869140625,0.0,0.0,135.6016387939453,0.0,0.0,5.0,0.0
0.0,0.0,739.5111083984375,0.0,0.0,0.0,0.0,588.9911499023438,0.0,297.5737609863281,973.1722412109375,0.0,0.0,128.18359375,0.0,0.0,5.0,0.0
0.0,0.0,764.9176025390625,0.0,0.0,0.0,0.0,588.215087890625,0.0,320.9201354980469,968.680419921875,0.0,0.0,101.07966613769531,0.0,0.0,5.0,0.0
0.0,0.0,781.2174072265625,0.0,0.0,0.0,0.0,626.5789184570312,0.0,329.3395080566406,1042.8857421875,0.0,0.0,129.93202209472656,0.0,0.0,5.0,0.0
0.0,0.0,810.721923828125,0.0,0.0,0.0,0.0,636.719482421875,0.0,349.4869384765625,1071.255126953125,0.0,0.0,119.91292572021484,0.0,0.0,5.0,0.0
0.0,0.0,751.11279296875,0.0,0.0,0.0,0.0,598.4738159179688,0.0,307.94708251953125,1002.1902465820312,0.0,0.0,128.42750549316406,0.0,0.0,5.0,0.0
0.0,0.0,741.0860595703125,0.0,0.0,0.0,0.0,573.8018188476562,0.0,306.31878662109375,948.9645385742188,0.0,0.0,104.92170715332031,0.0,0.0,5.0,0.0
0.0,0.0,742.4061279296875,0.0,0.0,0.0,0.0,602.3311157226562,0.0,299.2696533203125,983.0537719726562,0.0,0.0,135.1448211669922,0.0,0.0,5.0,0.0
0.0,0.0,752.6312255859375,0.0,0.0,0.0,0.0,603.4760131835938,0.0,308.4160461425781,989.1552734375,0.0,0.0,130.99594116210938,0.0,0.0,5.0,0.0
0.0,0.0,724.8897705078125,0.0,0.0,0.0,0.0,579.0103149414062,0.0,287.28369140625,949.14013671875,0.0,0.0,128.16148376464844,0.0,0.0,5.0,0.0
0.0,0.0,767.4658203125,0.0,0.0,0.0,0.0,592.0625610351562,0.0,322.3447265625,983.0719604492188,0.0,0.0,103.84275817871094,0.0,0.0,5.0,0.0
0.0,0.0,806.875,0.0,0.0,0.0,0.0,638.6625366210938,0.0,347.1565246582031,1067.93310546875,0.0,0.0,122.96708679199219,0.0,0.0,5.0,0.0
0.0,0.0,787.1691284179688,0.0,0.0,0.0,0.0,624.9996948242188,0.0,335.1895446777344,1042.395751953125,0.0,0.0,124.76103973388672,0.0,0.0,5.0,0.0
0.0,0.0,747.1073608398438,0.0,0.0,0.0,0.0,598.8611450195312,0.0,301.71893310546875,1007.384765625,0.0,0.0,133.2042236328125,0.0,0.0,5.0,0.0
0.0,0.0,762.2025146484375,0.0,0.0,0.0,0.0,589.7407836914062,0.0,320.4026794433594,988.8453369140625,0.0,0.0,108.11322021484375,0.0,0.0,5.0,0.0
0.0,0.0,734.74072265625,0.0,0.0,0.0,0.0,593.235595703125,0.0,293.2234802246094,970.2996215820312,0.0,0.0,132.4735870361328,0.0,0.0,5.0,0.0
0.0,0.0,734.30517578125,0.0,0.0,0.0,0.0,593.1447143554688,0.0,292.4736022949219,974.0869140625,0.0,0.0,135.6016387939453,0.0,0.0,5.0,0.0
0.0,0.0,739.5111083984375,0.0,0.0,0.0,0.0,588.9911499023438,0.0,297.5737609863281,973.1722412109375,0.0,0.0,128.18359375,0.0,0.0,5.0,0.0
0.0,0.0,764.9176025390625,0.0,0.0,0.0,0.0,588.215087890625,0.0,320.9201354980469,968.680419921875,0.0,0.0,101.07966613769531,0.0,0.0,5.0,0.0
0.0,0.0,781.2174072265625,0.0,0.0,0.0,0.0,626.5789184570312,0.0,329.3395080566406,1042.8857421875,0.0,0.0,129.93202209472656,0.0,0.0,5.0,0.0
0.0,0.0,810.721923828125,0.0,0.0,0.0,0.0,636.719482421875,0.0,349.4869384765625,1071.255126953125,0.0,0.0,119.91292572021484,0.0,0.0,5.0,0.0
0.0,0.0,751.11279296875,0.0,0.0,0.0,0.0,598.4738159179688,0.0,307.94708251953125,1002.1902465820312,0.0,0.0,128.42750549316406,0.0,0.0,5.0,0.0
0.0,0.0,452.542236328125,0.0,0.0,0.0,0.0,281.6719970703125,0.0,43.06179428100586,540.328857421875,0.0,0.0,72.25920867919922,0.0,0.0,7.0,0.0
0.0,0.0,463.7950134277344,0.0,0.0,0.0,0.0,306.953125,0.0,69.03238677978516,499.2942810058594,0.0,0.0,65.17481994628906,0.0,0.0,7.0,0.0
0.0,0.0,478.7585144042969,0.0,0.0,0.0,0.0,273.468994140625,0.0,77.60943603515625,416.3393249511719,0.0,0.0,15.976190567016602,0.0,0.0,7.0,0.0
0.0,0.0,497.9832458496094,0.0,0.0,0.0,0.0,288.1172790527344,0.0,93.34161376953125,372.2666320800781,0.0,0.0,5.420820236206055,0.0,0.0,7.0,0.0
0.0,0.0,474.19000244140625,0.0,0.0,0.0,0.0,265.8433837890625,0.0,70.40953063964844,372.7641296386719,0.0,0.0,14.750015258789062,0.0,0.0,7.0,0.0
0.0,0.0,506.8497009277344,0.0,0.0,0.0,0.0,327.76092529296875,0.0,110.30131530761719,405.5555419921875,0.0,0.0,28.822118759155273,0.0,0.0,7.0,0.0
0.0,0.0,478.6242370605469,0.0,0.0,0.0,0.0,292.719482421875,0.0,94.61119079589844,398.98406982421875,0.0,0.0,18.232572555541992,0.0,0.0,7.0,0.0
0.0,0.0,468.33758544921875,0.0,0.0,0.0,0.0,292.6869812011719,0.0,115.88533020019531,390.2962951660156,0.0,0.0,22.931501388549805,0.0,0.0,7.0,0.0
0.0,0.0,495.6566162109375,0.0,0.0,0.0,0.0,331.0941162109375,0.0,133.61221313476562,441.2439270019531,0.0,0.0,48.215877532958984,0.0,0.0,5.0,0.0
0.0,0.0,434.7096862792969,0.0,0.0,0.0,0.0,275.6077575683594,0.0,101.75727081298828,473.08642578125,0.0,0.0,51.82240295410156,0.0,0.0,5.0,0.0
0.0,0.0,411.9878845214844,0.0,0.0,0.0,0.0,254.72369384765625,0.0,106.45466613769531,483.1224060058594,0.0,0.0,50.87554168701172,0.0,0.0,5.0,0.0
0.0,0.0,472.6622009277344,0.0,0.0,0.0,0.0,308.076416015625,0.0,154.784912109375,428.5035095214844,0.0,0.0,28.712209701538086,0.0,0.0,5.0,0.0
0.0,0.0,493.6493225097656,0.0,0.0,0.0,0.0,367.844482421875,0.0,181.7154998779297,536.6639404296875,0.0,0.0,85.23056030273438,0.0,0.0,5.0,0.0
0.0,0.0,404.087646484375,0.0,0.0,0.0,0.0,262.3249816894531,0.0,82.39212799072266,480.6353454589844,0.0,0.0,46.29410171508789,0.0,0.0,5.0,0.0
0.0,0.0,369.96429443359375,0.0,0.0,0.0,0.0,249.04519653320312,0.0,72.5895004272461,525.86181640625,0.0,0.0,65.05499267578125,0.0,0.0,5.0,0.0
0.0,0.0,394.04754638671875,0.0,0.0,0.0,0.0,313.6821594238281,0.0,98.90850067138672,610.58447265625,0.0,0.0,109.30683898925781,0.0,0.0,5.0,0.0
0.0,0.0,433.7056884765625,0.0,0.0,0.0,0.0,298.3706359863281,0.0,105.45278930664062,466.5768737792969,0.0,0.0,45.874794006347656,0.0,0.0,5.0,0.0
0.0,0.0,425.2622375488281,0.0,0.0,0.0,0.0,373.48919677734375,0.0,120.99227142333984,660.9959716796875,0.0,0.0,134.67742919921875,0.0,0.0,5.0,0.0
0.0,0.0,374.45611572265625,0.0,0.0,0.0,0.0,382.22528076171875,0.0,127.53314208984375,784.6580810546875,0.0,0.0,198.67764282226562,0.0,0.0,5.0,0.0
0.0,0.0,311.2708740234375,0.0,0.0,0.0,0.0,317.7240295410156,0.0,109.59170532226562,859.2001953125,0.0,0.0,212.98704528808594,0.0,0.0,0.0,0.0
0.0,0.0,364.215576171875,0.0,0.0,0.0,0.0,312.80328369140625,0.0,86.82331085205078,653.5745849609375,0.0,0.0,160.01951599121094,0.0,0.0,5.0,0.0
0.0,0.0,402.77294921875,0.0,0.0,0.0,0.0,347.6482238769531,0.0,119.2941665649414,642.3978271484375,0.0,0.0,172.37030029296875,0.0,0.0,5.0,0.0
0.0,0.0,416.154296875,0.0,0.0,0.0,0.0,340.268798828125,0.0,119.69320678710938,568.343017578125,0.0,0.0,123.32975006103516,0.0,0.0,5.0,0.0
