feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,action,reward
0.0,0.0,794.44921875,0.0,0.0,0.0,0.0,948.9142456054688,0.0,350.65777587890625,1431.719970703125,0.0,0.0,480.87982177734375,0.0,0.0,5.0,0.0
0.0,0.0,1013.9843139648438,0.0,0.0,0.0,0.0,1090.058349609375,0.0,258.4954833984375,1650.824462890625,0.0,0.0,433.63153076171875,0.0,0.0,5.0,0.0
0.0,0.0,863.5633544921875,0.0,0.0,0.0,0.0,997.6310424804688,0.0,228.74879455566406,1683.992431640625,0.0,0.0,445.38702392578125,0.0,0.0,5.0,0.0
0.0,0.0,795.0311889648438,0.0,0.0,0.0,0.0,980.4286499023438,0.0,243.2919464111328,1855.292236328125,0.0,0.0,539.4230346679688,0.0,0.0,5.0,0.0
0.0,0.0,769.2631225585938,0.0,0.0,0.0,0.0,958.2317504882812,0.0,221.289306640625,1799.015625,0.0,0.0,537.7645263671875,0.0,0.0,5.0,0.0
0.0,0.0,801.3729248046875,0.0,0.0,0.0,0.0,1005.7396240234375,0.0,230.6905059814453,1849.3046875,0.0,0.0,553.71484375,0.0,0.0,5.0,0.0
0.0,0.0,818.975830078125,0.0,0.0,0.0,0.0,1011.8526000976562,0.0,241.8544464111328,1852.5101318359375,0.0,0.0,543.932373046875,0.0,0.0,5.0,0.0
0.0,0.0,765.5682983398438,0.0,0.0,0.0,0.0,967.0423583984375,0.0,221.56797790527344,1793.596923828125,0.0,0.0,543.1217041015625,0.0,0.0,5.0,0.0
0.0,0.0,774.7730712890625,0.0,0.0,0.0,0.0,971.3270263671875,0.0,220.189453125,1832.660888671875,0.0,0.0,544.9232177734375,0.0,0.0,5.0,0.0
0.0,0.0,864.6543579101562,0.0,0.0,0.0,0.0,1028.907470703125,0.0,256.7146911621094,1917.681640625,0.0,0.0,534.4907836914062,0.0,0.0,5.0,0.0
0.0,0.0,845.5452880859375,0.0,0.0,0.0,0.0,1020.9583129882812,0.0,256.76336669921875,1901.5419921875,0.0,0.0,539.1322021484375,0.0,0.0,5.0,0.0
0.0,0.0,790.350830078125,0.0,0.0,0.0,0.0,979.8426513671875,0.0,241.5533905029297,1869.3292236328125,0.0,0.0,541.7077026367188,0.0,0.0,5.0,0.0
0.0,0.0,803.2820434570312,0.0,0.0,0.0,0.0,981.8075561523438,0.0,232.73484802246094,1864.113037109375,0.0,0.0,536.183349609375,0.0,0.0,5.0,0.0
0.0,0.0,804.969970703125,0.0,0.0,0.0,0.0,1001.3993530273438,0.0,232.0547637939453,1850.41796875,0.0,0.0,547.8173217773438,0.0,0.0,5.0,0.0
0.0,0.0,800.41162109375,0.0,0.0,0.0,0.0,1005.0278930664062,0.0,229.0848846435547,1851.8165283203125,0.0,0.0,550.8410034179688,0.0,0.0,5.0,0.0
0.0,0.0,783.8307495117188,0.0,0.0,0.0,0.0,976.6447143554688,0.0,228.3352508544922,1822.8671875,0.0,0.0,538.5759887695312,0.0,0.0,5.0,0.0
0.0,0.0,774.5010986328125,0.0,0.0,0.0,0.0,966.4760131835938,0.0,222.9995574951172,1809.94873046875,0.0,0.0,540.1552734375,0.0,0.0,5.0,0.0
0.0,0.0,840.7415771484375,0.0,0.0,0.0,0.0,1021.00390625,0.0,245.74295043945312,1902.2054443359375,0.0,0.0,543.299072265625,0.0,0.0,5.0,0.0
0.0,0.0,866.7332763671875,0.0,0.0,0.0,0.0,1031.099365234375,0.0,263.6153259277344,1927.959228515625,0.0,0.0,533.8101196289062,0.0,0.0,5.0,0.0
0.0,0.0,795.0311889648438,0.0,0.0,0.0,0.0,980.4286499023438,0.0,243.2919464111328,1855.292236328125,0.0,0.0,539.4230346679688,0.0,0.0,5.0,0.0
0.0,0.0,769.2631225585938,0.0,0.0,0.0,0.0,958.2317504882812,0.0,221.289306640625,1799.015625,0.0,0.0,537.7645263671875,0.0,0.0,5.0,0.0
0.0,0.0,801.3729248046875,0.0,0.0,0.0,0.0,1005.7396240234375,0.0,230.6905059814453,1849.3046875,0.0,0.0,553.71484375,0.0,0.0,5.0,0.0
0.0,0.0,818.975830078125,0.0,0.0,0.0,0.0,1011.8526000976562,0.0,241.8544464111328,1852.5101318359375,0.0,0.0,543.932373046875,0.0,0.0,5.0,0.0
0.0,0.0,765.5682983398438,0.0,0.0,0.0,0.0,967.0423583984375,0.0,221.56797790527344,1793.596923828125,0.0,0.0,543.1217041015625,0.0,0.0,5.0,0.0
0.0,0.0,774.7730712890625,0.0,0.0,0.0,0.0,971.3270263671875,0.0,220.189453125,1832.660888671875,0.0,0.0,544.9232177734375,0.0,0.0,5.0,0.0
