Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Cluster_1,Cluster_2,Action_Label
-4.606525897979736,0.2961916029453277,0.9693150520324708,0.0001363935443805,0.0082560824230313,0.0,2.431848287582397,0.0111234514042735,0.736441969871521,-0.266781747341156,0.0,-0.3752244710922241,0.0345894321799278,0.0,0.0397150814533233,0.0600391253829002,0,1,7
0.7270342707633972,0.6783983111381531,1.1247681379318235,-8.325269845954608e-06,0.0157134402543306,0.0,0.1558464616537094,-0.0025439234450459,-0.1160831302404403,-1.5310909748077393,0.0,-0.3378180265426636,0.6954033374786377,0.0,-0.0025672267656773,-0.0140305729582905,0,2,17
0.1777166873216629,0.1306199729442596,-0.0950529351830482,-0.0001335453271167,-0.0115881618112325,0.0,0.7783381938934326,-0.0002131364744855,0.4927565455436706,-0.0687074139714241,0.0,1.107499361038208,0.237301304936409,0.0,0.0085276216268539,0.0341493263840675,0,3,7
0.3018125295639038,0.1231596022844314,0.2712821960449219,-0.0001753538963384,0.0033110606018453,0.0,0.4860242009162903,0.0116364508867263,0.1436429172754287,-0.0356882214546203,0.0,0.7775499820709229,0.1993673890829086,0.0,0.0031599111389368,0.0295482128858566,0,4,7
0.4147132039070129,-0.2092474550008773,1.222974181175232,5.360394061426632e-05,-0.1078620180487632,0.0,0.2515953481197357,-0.0172741767019033,0.0183226931840181,0.3323615193367004,0.0,1.897528052330017,-0.0563413575291633,0.0,-0.0053483312949538,0.0431674048304557,0,5,2
1.7000746726989746,0.1993176490068435,0.2254264503717422,-3.157837636535987e-05,-0.0100605832412838,0.0,0.6527816653251648,0.0303142461925745,0.0337468385696411,0.0428675562143325,0.0,1.6787550449371338,0.0286476667970418,0.0,0.0268759559839963,0.0219539664685726,0,6,9
-0.2545881867408752,0.1328206956386566,0.9560787081718444,6.018378917360678e-05,-0.0553033836185932,0.0,-0.3731197714805603,-0.0005360750947147,-0.336240291595459,-0.1283158063888549,0.0,-0.9461668133735656,-0.0638547465205192,0.0,-0.0097684226930141,0.1026981100440025,0,7,7
-2.2554285526275635,-0.2514788210391998,-0.9203084707260132,-3.2551510230405256e-05,-0.0757344961166381,0.0,1.738408446311951,0.0277180094271898,-0.2271438241004943,0.0327569916844368,0.0,2.44148063659668,-0.3749774694442749,0.0,0.0363403335213661,0.0685264319181442,0,8,7
0.3186164498329162,0.0970841273665428,0.1320704668760299,-0.0001220866397488,0.016962120309472,0.0,0.6865283250808716,0.0167096592485904,0.1685046702623367,-0.1428861171007156,0.0,0.8864800333976746,0.167437195777893,0.0,-0.0031056422740221,0.0295051392167806,0,9,7
0.6803731918334961,0.1261657327413559,-0.2795911729335785,-0.0001448184630135,-0.0488565601408481,0.0,0.0348715335130691,0.0120647335425019,-0.321753442287445,-0.0736812353134155,0.0,1.5661097764968872,-0.8453256487846375,0.0,0.000639000616502,0.0283201187849044,0,10,7
0.2253927439451217,0.1225778236985206,0.1362092494964599,-5.253340714261867e-05,-0.010833915323019,0.0,0.8534801602363586,0.020458273589611,0.2944360375404358,-0.3019720315933227,0.0,0.8710972666740417,0.2618678212165832,0.0,0.0199995711445808,0.0236728228628635,0,11,7
