cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,reward
-0.03507518768310547,0.04540066421031952,-0.006977919023483992,0.03249669075012207,1.0,1.0
-0.034167174249887466,0.24062198400497437,-0.006327984854578972,-0.26237964630126953,0.0,1.0
-0.02935473434627056,0.045590925961732864,-0.011575577780604362,0.028300659731030464,1.0,1.0
-0.02844291552901268,0.2408769577741623,-0.011009564623236656,-0.2680118978023529,0.0,1.0
-0.02362537756562233,0.04591383785009384,-0.016369802877306938,0.02117830514907837,1.0,1.0
-0.022707100957632065,0.24126668274402618,-0.01594623737037182,-0.2766242027282715,0.0,1.0
-0.017881767824292183,0.0463758148252964,-0.021478720009326935,0.010986932553350925,0.0,1.0
-0.016954250633716583,-0.14843162894248962,-0.02125898189842701,0.2968164384365082,1.0,1.0
-0.019922884181141853,0.04698683321475983,-0.015322653576731682,-0.0024946886114776134,0.0,1.0
-0.01898314617574215,-0.14791205525398254,-0.015372547321021557,0.2853146493434906,1.0,1.0
-0.02194138802587986,0.04742572829127312,-0.009666253812611103,-0.012176763266324997,1.0,1.0
-0.02099287323653698,0.2426849603652954,-0.009909789077937603,-0.3078937530517578,0.0,1.0
-0.01613917388021946,0.04770560562610626,-0.016067665070295334,-0.018352525308728218,0.0,1.0
-0.01518506184220314,-0.14718227088451385,-0.016434716060757637,0.2692178785800934,1.0,1.0
-0.018128708004951477,0.0481703095138073,-0.011050357483327389,-0.028603021055459976,0.0,1.0
-0.017165301367640495,-0.14679144322872162,-0.011622418649494648,0.26057299971580505,1.0,1.0
-0.02010113000869751,0.048494476824998856,-0.006410958245396614,-0.03575299307703972,0.0,1.0
-0.019131241366267204,-0.14653494954109192,-0.007126017939299345,0.25490033626556396,1.0,1.0
-0.022061940282583237,0.04868801310658455,-0.0020280112512409687,-0.04002171382308006,0.0,1.0
-0.02108817920088768,-0.14640480279922485,-0.002828445518389344,0.2520206570625305,1.0,1.0
-0.024016276001930237,0.04875742644071579,0.0022119677159935236,-0.041553061455488205,1.0,1.0
-0.023041127249598503,0.24384759366512299,0.0013809065567329526,-0.3335372805595398,0.0,1.0
-0.018164174631237984,0.04870600998401642,-0.005289839114993811,-0.04041919857263565,0.0,1.0
-0.017190054059028625,-0.14633968472480774,-0.00609822291880846,0.250590056180954,1.0,1.0
-0.02011684887111187,0.0488688126206398,-0.001086421892978251,-0.04401012510061264,0.0,1.0
-0.019139472395181656,-0.1462375372648239,-0.0019666242878884077,0.24832983314990997,1.0,1.0
-0.022064223885536194,0.04891243949532509,0.0029999723192304373,-0.04497276619076729,1.0,1.0
-0.02108597382903099,0.24399124085903168,0.0021005168091505766,-0.3367076516151428,0.0,1.0
-0.016206149011850357,0.04883946478366852,-0.004633636213839054,-0.043363090604543686,0.0,1.0
-0.015229360200464725,-0.14621573686599731,-0.005500898230820894,0.2478542923927307,1.0,1.0
-0.01815367490053177,0.0489843413233757,-0.0005438125226646662,-0.04655865579843521,0.0,1.0
-0.01717398874461651,-0.1461298018693924,-0.001474985620006919,0.24595263600349426,1.0,1.0
-0.020096583291888237,0.049013178795576096,0.0034440672025084496,-0.04719516634941101,1.0,1.0
-0.019116319715976715,0.24408558011054993,0.002500163856893778,-0.3387894630432129,0.0,1.0
-0.014234608970582485,0.04892813786864281,-0.004275625571608543,-0.04531918093562126,0.0,1.0
-0.013256045989692211,-0.14613224565982819,-0.005182009190320969,0.24601168930530548,1.0,1.0
-0.016178691759705544,0.04906333610415459,-0.00026177545078098774,-0.04830125346779823,0.0,1.0
-0.015197424218058586,-0.14605486392974854,-0.001227800501510501,0.24429906904697418,1.0,1.0
-0.018118521198630333,0.049084607511758804,0.0036581808235496283,-0.04877088591456413,1.0,1.0
-0.01713682897388935,0.2441539168357849,0.0026827631518244743,-0.3402973711490631,0.0,1.0
-0.012253751046955585,0.04899389296770096,-0.004123184364289045,-0.046769674867391586,0.0,1.0
-0.011273873038589954,-0.14606869220733643,-0.005058577749878168,0.2446095049381256,1.0,1.0
-0.014195247553288937,0.04912514239549637,-0.00016638786473777145,-0.04966472089290619,0.0,1.0
-0.013212744146585464,-0.1459944248199463,-0.0011596822878345847,0.2429656982421875,1.0,1.0
-0.01613263227045536,0.04914407432079315,0.0036996318958699703,-0.05008278787136078,1.0,1.0
-0.015149751678109169,0.2442127764225006,0.0026979760732501745,-0.34159615635871887,0.0,1.0
-0.010265495628118515,0.04905254766345024,-0.004133947193622589,-0.048063669353723526,0.0,1.0
-0.009284445084631443,-0.1460098773241043,-0.005095220636576414,0.24331209063529968,1.0,1.0
-0.012204642407596111,0.04918447509407997,-0.00022897856251802295,-0.05097362771630287,0.0,1.0
-0.011220952495932579,-0.14593419432640076,-0.0012484510662034154,0.24163705110549927,1.0,1.0
-0.014139636419713497,0.04920557141304016,0.00358428992331028,-0.05143941193819046,1.0,1.0
-0.013155525550246239,0.24427594244480133,0.0025555016472935677,-0.34298932552337646,0.0,1.0
-0.008270006626844406,0.04911772906780243,-0.004304284695535898,-0.049501631408929825,0.0,1.0
-0.007287651766091585,-0.14594224095344543,-0.005294317379593849,0.24182015657424927,1.0,1.0
-0.010206496343016624,0.04925493896007538,-0.00045791431330144405,-0.052528027445077896,0.0,1.0
-0.009221397340297699,-0.1458604484796524,-0.001508474932052195,0.24001038074493408,1.0,1.0
-0.012138606980443,0.04928302392363548,0.0032917328644543886,-0.053147971630096436,1.0,1.0
-0.011152946390211582,0.2443576157093048,0.00222877343185246,-0.344790518283844,0.0,1.0
-0.006265793927013874,0.049204036593437195,-0.004667037166655064,-0.05140560492873192,0.0,1.0
-0.005281712859869003,-0.14585068821907043,-0.005695149302482605,0.23980118334293365,1.0,1.0
-0.008198726922273636,0.04935215786099434,-0.0008991254144348204,-0.05467269569635391,0.0,1.0
-0.007211683783680201,-0.14575688540935516,-0.0019925793167203665,0.23772642016410828,1.0,1.0
-0.01012682169675827,0.04939347133040428,0.0027619488537311554,-0.055584363639354706,0.0,1.0
-0.009138952009379864,-0.1457679718732834,0.0016502616927027702,0.23796869814395905,1.0,1.0
-0.012054311111569405,0.04933036491274834,0.00640963576734066,-0.05419323220849037,1.0,1.0
-0.011067704297602177,0.2443598210811615,0.005325770936906338,-0.3448469936847687,0.0,1.0
-0.006180507596582174,0.049162521958351135,-0.001571169006638229,-0.05048942193388939,0.0,1.0
-0.0051972572691738605,-0.14593686163425446,-0.0025809574872255325,0.24169737100601196,1.0,1.0
-0.008115994744002819,0.04922185838222504,0.002252990147098899,-0.051798537373542786,1.0,1.0
-0.007131557445973158,0.24431143701076508,0.0012170193949714303,-0.34376978874206543,0.0,1.0
-0.0022453288547694683,0.049172185361385345,-0.005658376030623913,-0.050703324377536774,0.0,1.0
-0.0012618850450962782,-0.14586816728115082,-0.006672442425042391,0.24018898606300354,1.0,1.0
