cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,reward
0.03502478078007698,-0.0016961657674983144,-0.03167612850666046,0.0010556706693023443,0.0,1.0
0.03499085456132889,-0.1963498592376709,-0.03165501356124878,0.2835785150527954,1.0,1.0
0.031063858419656754,-0.0007910419371910393,-0.02598344348371029,-0.01891777478158474,0.0,1.0
0.031048037111759186,-0.19553090631961823,-0.026361798867583275,0.2654551565647125,1.0,1.0
0.02713741920888424,-4.281869769329205e-05,-0.02105269581079483,-0.035424571484327316,0.0,1.0
0.027136562392115593,-0.1948566436767578,-0.02176118828356266,0.25054237246513367,1.0,1.0
0.02323943004012108,0.0005691955448128283,-0.016750339418649673,-0.04892426356673241,0.0,1.0
0.023250814527273178,-0.19430860877037048,-0.01772882603108883,0.238427072763443,1.0,1.0
0.01936464197933674,0.0010620644316077232,-0.012960284017026424,-0.059794891625642776,0.0,1.0
0.01938588358461857,-0.19387169182300568,-0.014156181365251541,0.22877097129821777,1.0,1.0
0.015508449636399746,0.0014496700605377555,-0.0095807621255517,-0.06834349781274796,0.0,1.0
0.0155374426394701,-0.19353361427783966,-0.010947632603347301,0.22130131721496582,1.0,1.0
0.011666770093142986,0.0017430867301300168,-0.006521605886518955,-0.07481472939252853,0.0,1.0
0.011701632291078568,-0.1932847648859024,-0.00801790039986372,0.21580348908901215,1.0,1.0
0.007835936732590199,0.001950885634869337,-0.0037018307484686375,-0.07939781248569489,0.0,1.0
0.007874954491853714,-0.19311779737472534,-0.005289786960929632,0.21211488544940948,1.0,1.0
0.004012598656117916,0.0020793776493519545,-0.0010474894661456347,-0.08223198354244232,0.0,1.0
0.004054185934364796,-0.1930275410413742,-0.0026921292301267385,0.2101202756166458,1.0,1.0
0.00019363519095350057,0.0021327983122318983,0.0015102762263268232,-0.08341066539287567,0.0,1.0
0.00023629114730283618,-0.19301076233386993,-0.0001579370436957106,0.20974837243556976,1.0,1.0
-0.0036239242181181908,0.0021134396083652973,0.004037030506879091,-0.08298436552286148,0.0,1.0
-0.0035816554445773363,-0.19306614995002747,0.0023773431312292814,0.21096950769424438,1.0,1.0
-0.007442978210747242,0.0020217313431203365,0.006596733350306749,-0.08096253871917725,0.0,1.0
-0.007402543909847736,-0.1931941658258438,0.004977482371032238,0.21379435062408447,1.0,1.0
-0.011266427114605904,0.0018562761833891273,0.009253369644284248,-0.07731430977582932,0.0,1.0
-0.011229301802814007,-0.19339708983898163,0.007707083132117987,0.21827366948127747,1.0,1.0
-0.015097243711352348,0.001613838248886168,0.012072556652128696,-0.0719681903719902,0.0,1.0
-0.0150649668648839,-0.1936790943145752,0.010633192956447601,0.22449910640716553,1.0,1.0
-0.018938548862934113,0.0012892864178866148,0.015123174525797367,-0.06481083482503891,0.0,1.0
-0.01891276240348816,-0.19404618442058563,0.013826957903802395,0.23260492086410522,1.0,1.0
-0.022793686017394066,0.0008754913578741252,0.018479056656360626,-0.0556846559047699,0.0,1.0
-0.022776177152991295,-0.1945064812898636,0.017365364357829094,0.24277079105377197,1.0,1.0
-0.0266663059592247,0.00036317657213658094,0.022220779210329056,-0.04438445344567299,1.0,1.0
-0.02665904350578785,0.19515955448150635,0.02133309096097946,-0.32997453212738037,0.0,1.0
-0.022755851969122887,-0.0002594734251033515,0.014733599498867989,-0.0306412186473608,1.0,1.0
-0.022761041298508644,0.1946481317281723,0.014120775274932384,-0.3186393678188324,0.0,1.0
-0.018868079409003258,-0.0006720638484694064,0.00774798821657896,-0.021536918357014656,0.0,1.0
-0.01888152025640011,-0.19590426981449127,0.00731725012883544,0.27358049154281616,1.0,1.0
-0.022799605503678322,-0.000887481844983995,0.012788859196007252,-0.01678561232984066,1.0,1.0
-0.022817354649305344,0.19404874742031097,0.01245314721018076,-0.30540621280670166,0.0,1.0
-0.01893637888133526,-0.0012484308099374175,0.006345022935420275,-0.00882203970104456,1.0,1.0
-0.0189613476395607,0.19378195703029633,0.006168582011014223,-0.29949629306793213,0.0,1.0
-0.015085709281265736,-0.001427380251698196,0.00017865597328636795,-0.004874322097748518,0.0,1.0
-0.015114257112145424,-0.19655188918113708,8.116953540593386e-05,0.28786495327949524,1.0,1.0
-0.01904529519379139,-0.0014310996048152447,0.005838468670845032,-0.004792357794940472,1.0,1.0
-0.019073916599154472,0.19360662996768951,0.00574262160807848,-0.2956274747848511,0.0,1.0
-0.015201783739030361,-0.0015967113431543112,-0.00016992773453239352,-0.0011389603605493903,0.0,1.0
-0.015233718790113926,-0.19671621918678284,-0.00019270693883299828,0.2914903461933136,1.0,1.0
-0.01916804350912571,-0.0015915266703814268,0.005637099966406822,-0.0012533506378531456,1.0,1.0
-0.019199874252080917,0.19344912469387054,0.005612032953649759,-0.29215237498283386,0.0,1.0
-0.015330891124904156,-0.0017523886635899544,-0.00023101473925635219,0.002295207465067506,0.0,1.0
-0.015365938656032085,-0.19687102735042572,-0.0001851105917012319,0.29490524530410767,1.0,1.0
-0.01930335909128189,-0.0017464362317696214,0.005712994374334812,0.0021639352198690176,1.0,1.0
-0.01933828741312027,0.19329312443733215,0.0057562729343771935,-0.2887110114097595,0.0,1.0
-0.015472425147891045,-0.0019104430684819818,-1.79473699972732e-05,0.00578181492164731,0.0,1.0
-0.015510634519159794,-0.1970321387052536,9.768892778083682e-05,0.29845908284187317,1.0,1.0
-0.01945127733051777,-0.001911578350700438,0.0060668704099953175,0.005806962959468365,1.0,1.0
-0.019489508122205734,0.19312284886837006,0.006183009594678879,-0.28495562076568604,0.0,1.0
