cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,reward
-0.02960999496281147,0.04156468063592911,-0.027648666873574257,-0.010196860879659653,0.0,1.0
-0.02877870202064514,-0.1531500667333603,-0.027852604165673256,0.27363595366477966,1.0,1.0
-0.0318417027592659,0.042357996106147766,-0.022379884496331215,-0.027700001373887062,0.0,1.0
-0.030994543805718422,-0.15243597328662872,-0.02293388359248638,0.2578386664390564,1.0,1.0
-0.034043263643980026,0.04300575330853462,-0.017777111381292343,-0.04198881983757019,0.0,1.0
-0.03318314626812935,-0.15185682475566864,-0.01861688867211342,0.2450326681137085,1.0,1.0
-0.036220286041498184,0.04352601245045662,-0.01371623482555151,-0.05346385017037392,0.0,1.0
-0.0353497639298439,-0.15139660239219666,-0.014785511419177055,0.2348601222038269,1.0,1.0
-0.03837769478559494,0.0439334362745285,-0.010088308714330196,-0.06244969740509987,0.0,1.0
-0.03749902918934822,-0.15104243159294128,-0.01133730262517929,0.22703330218791962,1.0,1.0
-0.040519874542951584,0.044239696115255356,-0.006796636618673801,-0.06920415163040161,0.0,1.0
-0.039635080844163895,-0.15078416466712952,-0.008180719800293446,0.22132667899131775,1.0,1.0
-0.04265076667070389,0.04445376619696617,-0.003754185978323221,-0.07392551004886627,0.0,1.0
-0.04176168888807297,-0.1506141722202301,-0.005232696421444416,0.21757058799266815,1.0,1.0
-0.044773973524570465,0.044582195580005646,-0.0008812843589112163,-0.07675834745168686,0.0,1.0
-0.043882329016923904,-0.15052710473537445,-0.0024164512287825346,0.2156464010477066,1.0,1.0
-0.04689287021756172,0.044629305601119995,0.0018964768387377262,-0.0777978003025055,0.0,1.0
-0.04600028693675995,-0.15051978826522827,0.0003405208408366889,0.21548287570476532,1.0,1.0
-0.049010682851076126,0.04459729790687561,0.004650178365409374,-0.07709262520074844,0.0,1.0
-0.04811873659491539,-0.15059100091457367,0.003108325647190213,0.21705381572246552,1.0,1.0
-0.05113055557012558,0.04448637366294861,0.007449402008205652,-0.07464699447154999,0.0,1.0
-0.05024082958698273,-0.1507415771484375,0.0059564621187746525,0.2203769087791443,1.0,1.0
-0.053255658596754074,0.044294726103544235,0.01036400068551302,-0.07042116671800613,0.0,1.0
-0.05236976593732834,-0.15097425878047943,0.0089555773884058,0.2255135476589203,1.0,1.0
-0.05538925155997276,0.04401855915784836,0.013465847820043564,-0.0643310472369194,0.0,1.0
-0.05450887978076935,-0.15129384398460388,0.01217922754585743,0.2325698286294937,1.0,1.0
-0.057534754276275635,0.04365198314189911,0.016830623149871826,-0.05624661594629288,1.0,1.0
-0.05666171759366989,0.23852862417697906,0.015705691650509834,-0.343572199344635,0.0,1.0
-0.05189114436507225,0.043186794966459274,0.00883424747735262,-0.04597831889986992,0.0,1.0
-0.051027409732341766,-0.15206071734428406,0.007914680987596512,0.2494787573814392,1.0,1.0
-0.05406862124800682,0.04294732213020325,0.012904256582260132,-0.04069724678993225,1.0,1.0
-0.05320967733860016,0.2378818690776825,0.012090311385691166,-0.3292809724807739,0.0,1.0
-0.04845203831791878,0.04258991405367851,0.005504691507667303,-0.032809991389513016,1.0,1.0
-0.047600239515304565,0.23763249814510345,0.004848491866141558,-0.3237510621547699,0.0,1.0
-0.042847588658332825,0.04244184121489525,-0.001626529498025775,-0.029543068259954453,0.0,1.0
-0.04199875146150589,-0.15265674889087677,-0.0022173908073455095,0.2626262307167053,1.0,1.0
-0.04505188763141632,0.04249678552150726,0.0030351337045431137,-0.030755264684557915,1.0,1.0
-0.04420195147395134,0.23757508397102356,0.0024200284387916327,-0.3224790394306183,0.0,1.0
-0.039450451731681824,0.04241875186562538,-0.004029551986604929,-0.029033906757831573,0.0,1.0
-0.0386020764708519,-0.15264518558979034,-0.004610230214893818,0.2623749375343323,1.0,1.0
-0.041654977947473526,0.04254227504134178,0.000637268356513232,-0.031758539378643036,0.0,1.0
-0.04080413281917572,-0.15258881449699402,2.097542846968281e-06,0.261125385761261,1.0,1.0
-0.04385590925812721,0.042533110827207565,0.005224605090916157,-0.031556881964206696,1.0,1.0
-0.04300524666905403,0.23757974803447723,0.004593467805534601,-0.3225868344306946,0.0,1.0
-0.038253653794527054,0.04239268973469734,-0.001858268864452839,-0.028458846732974052,0.0,1.0
-0.03740580007433891,-0.15270255506038666,-0.002427445724606514,0.2636371850967407,1.0,1.0
-0.04045984894037247,0.04245395213365555,0.0028452982660382986,-0.029810382053256035,1.0,1.0
-0.03961076959967613,0.23753498494625092,0.0022490904666483402,-0.32159423828125,0.0,1.0
-0.034860070794820786,0.042381078004837036,-0.004182794131338596,-0.028202876448631287,0.0,1.0
-0.03401244804263115,-0.1526806354522705,-0.00474685151129961,0.2631573975086212,1.0,1.0
-0.03706606104969978,0.042508743703365326,0.000516296538989991,-0.031018944457173347,0.0,1.0
-0.0362158864736557,-0.1526206135749817,-0.0001040823626681231,0.26182684302330017,1.0,1.0
-0.03926829993724823,0.04250283166766167,0.005132454447448254,-0.030888918787240982,1.0,1.0
-0.0384182445704937,0.23755080997943878,0.0045146760530769825,-0.3219480812549591,0.0,1.0
-0.033667225390672684,0.042364854365587234,-0.0019242858979851007,-0.02784484066069126,0.0,1.0
-0.03281993046402931,-0.15272945165634155,-0.0024811828043311834,0.264230340719223,1.0,1.0
-0.03587451949715614,0.04242783039808273,0.002803423907607794,-0.029234150424599648,1.0,1.0
-0.03502596169710159,0.23750945925712585,0.0022187409922480583,-0.32103124260902405,0.0,1.0
-0.030275773257017136,0.042355988174676895,-0.004201883915811777,-0.027649445459246635,0.0,1.0
-0.029428653419017792,-0.15270544588565826,-0.004754872992634773,0.263704776763916,1.0,1.0
-0.03248276188969612,0.04248404502868652,0.0005192227545194328,-0.03047407791018486,1.0,1.0
-0.031633082777261734,0.23759853839874268,-9.02588217286393e-05,-0.32299312949180603,0.0,1.0
-0.026881109923124313,0.04247787967324257,-0.006550121586769819,-0.030338676646351814,0.0,1.0
-0.026031553745269775,-0.15254953503608704,-0.007156895007938147,0.26027044653892517,1.0,1.0
-0.029082544147968292,0.042673852294683456,-0.001951486337929964,-0.034661244601011276,0.0,1.0
-0.028229067102074623,-0.1524200588464737,-0.002644711174070835,0.2574053406715393,1.0,1.0
-0.03127746656537056,0.04273955151438713,0.00250339531339705,-0.03611060604453087,1.0,1.0
