feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,action,reward
0.0,7476.755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5731.93359375,0.0,19159.685546875,0.0,0.0,2630.143798828125,0.0,6.0,0.0
0.0,8810.22265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6498.3125,0.0,25762.396484375,0.0,0.0,3144.001708984375,0.0,6.0,0.0
0.0,8647.64453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5694.87158203125,0.0,30872.84375,0.0,0.0,3426.68017578125,0.0,6.0,0.0
0.0,4722.40478515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3452.70458984375,0.0,30140.76171875,0.0,0.0,2459.931884765625,0.0,6.0,0.0
0.0,4888.61328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3583.7734375,0.0,29758.0234375,0.0,0.0,2402.904052734375,0.0,6.0,0.0
0.0,4906.9755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.733642578125,0.0,29474.318359375,0.0,0.0,2476.722900390625,0.0,6.0,0.0
0.0,4809.84765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3564.858154296875,0.0,29510.77734375,0.0,0.0,2405.642578125,0.0,6.0,0.0
0.0,4708.30810546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3464.10009765625,0.0,29791.021484375,0.0,0.0,2299.302490234375,0.0,6.0,0.0
0.0,4795.32421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3485.455322265625,0.0,29918.416015625,0.0,0.0,2444.599853515625,0.0,6.0,0.0
0.0,4799.302734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3439.837890625,0.0,29926.341796875,0.0,0.0,2570.803955078125,0.0,6.0,0.0
0.0,4886.60595703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3527.27978515625,0.0,29776.69921875,0.0,0.0,2514.673583984375,0.0,6.0,0.0
0.0,4808.88525390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3467.421875,0.0,30024.83984375,0.0,0.0,2461.186767578125,0.0,6.0,0.0
0.0,4853.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3506.290771484375,0.0,29920.974609375,0.0,0.0,2534.728271484375,0.0,6.0,0.0
0.0,4857.927734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3517.82861328125,0.0,29786.90625,0.0,0.0,2522.161376953125,0.0,6.0,0.0
0.0,4848.41748046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3563.820556640625,0.0,29376.490234375,0.0,0.0,2390.9609375,0.0,6.0,0.0
0.0,4700.9072265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3443.01513671875,0.0,29698.171875,0.0,0.0,2319.293212890625,0.0,6.0,0.0
0.0,4715.1474609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3465.68115234375,0.0,29982.76171875,0.0,0.0,2456.214599609375,0.0,6.0,0.0
0.0,4874.75390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3458.9599609375,0.0,29910.40234375,0.0,0.0,2576.48876953125,0.0,6.0,0.0
0.0,4877.34765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.865234375,0.0,29722.7578125,0.0,0.0,2534.814453125,0.0,6.0,0.0
0.0,4722.40478515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3452.70458984375,0.0,30140.76171875,0.0,0.0,2459.931884765625,0.0,6.0,0.0
0.0,4888.61328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3583.7734375,0.0,29758.0234375,0.0,0.0,2402.904052734375,0.0,6.0,0.0
0.0,4906.9755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.733642578125,0.0,29474.318359375,0.0,0.0,2476.722900390625,0.0,6.0,0.0
0.0,4809.84765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3564.858154296875,0.0,29510.77734375,0.0,0.0,2405.642578125,0.0,6.0,0.0
0.0,4708.30810546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3464.10009765625,0.0,29791.021484375,0.0,0.0,2299.302490234375,0.0,6.0,0.0
0.0,4795.32421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3485.455322265625,0.0,29918.416015625,0.0,0.0,2444.599853515625,0.0,6.0,0.0
