cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,reward
-0.02022487297654152,0.01961466111242771,-0.015487178228795528,0.02706262283027172,0.0,1.0
-0.019832579419016838,-0.1752818077802658,-0.014945926144719124,0.31481921672821045,0.0,1.0
-0.023338215425610542,-0.3701876997947693,-0.00864954199641943,0.6027514934539795,1.0,1.0
-0.030741969123482704,-0.17494584619998932,0.0034054878633469343,0.30735671520233154,0.0,1.0
-0.03424088656902313,-0.37011614441871643,0.009552622213959694,0.6011117100715637,1.0,1.0
-0.041643209755420685,-0.17512913048267365,0.021574854850769043,0.3114529252052307,0.0,1.0
-0.04514579102396965,-0.3705517053604126,0.02780391462147236,0.61086106300354,1.0,1.0
-0.052556827664375305,-0.1758291870355606,0.0400211364030838,0.32706350088119507,0.0,1.0
-0.05607340857386589,-0.37149739265441895,0.04656240716576576,0.6320938467979431,1.0,1.0
-0.06350335478782654,-0.17705492675304413,0.059204284101724625,0.3544306755065918,1.0,1.0
-0.0670444592833519,0.01717742159962654,0.0662928968667984,0.08098849654197693,0.0,1.0
-0.06670090556144714,-0.1788291186094284,0.06791266798973083,0.3938283324241638,1.0,1.0
-0.07027748972177505,0.015266721136868,0.07578923553228378,0.12330669164657593,0.0,1.0
-0.06997215747833252,-0.18085460364818573,0.07825537025928497,0.43890491127967834,1.0,1.0
-0.0735892504453659,0.01307759340852499,0.0870334655046463,0.17188046872615814,1.0,1.0
-0.0733276978135109,0.20685303211212158,0.09047107398509979,-0.09212696552276611,0.0,1.0
-0.06919063627719879,0.010558645240962505,0.08862853795289993,0.22767265141010284,1.0,1.0
-0.06897946447134018,0.2043095827102661,0.09318199008703232,-0.03579038009047508,1.0,1.0
-0.06489326804876328,0.39798033237457275,0.09246618300676346,-0.2976803183555603,0.0,1.0
-0.05693366378545761,0.20167025923728943,0.08651257306337357,0.02267318032681942,1.0,1.0
-0.05290025845170021,0.3954518735408783,0.08696603775024414,-0.24150915443897247,0.0,1.0
-0.04499122127890587,0.19920223951339722,0.08213585615158081,0.07728857547044754,1.0,1.0
-0.04100717604160309,0.3930565416812897,0.0836816281080246,-0.1883917599916458,1.0,1.0
-0.03314604610204697,0.586887776851654,0.07991378754377365,-0.45354753732681274,0.0,1.0
-0.021408291533589363,0.3907321095466614,0.07084283977746964,-0.13678337633609772,1.0,1.0
-0.013593648560345173,0.5847716331481934,0.06810717284679413,-0.40630221366882324,0.0,1.0
-0.0018982166657224298,0.38875332474708557,0.05998113006353378,-0.09294839948415756,1.0,1.0
0.00587684940546751,0.5829665660858154,0.05812216177582741,-0.36612048745155334,0.0,1.0
0.017536180093884468,0.38706886768341064,0.05079974979162216,-0.055691879242658615,1.0,1.0
0.025277558714151382,0.5814270377159119,0.04968591406941414,-0.33192428946495056,1.0,1.0
0.03690609708428383,0.7758078575134277,0.043047428131103516,-0.608534038066864,0.0,1.0
0.05242225527763367,0.5801113247871399,0.030876746401190758,-0.3026092052459717,1.0,1.0
0.06402448564767838,0.7747799754142761,0.024824561551213264,-0.5853965878486633,0.0,1.0
0.079520083963871,0.5793192386627197,0.013116629794239998,-0.28499820828437805,1.0,1.0
0.09110646694898605,0.7742516994476318,0.007416665554046631,-0.5735155344009399,0.0,1.0
0.10659150034189224,0.5790265202522278,-0.004053645301610231,-0.2785053849220276,1.0,1.0
0.11817202717065811,0.7742061018943787,-0.009623752906918526,-0.5724640488624573,0.0,1.0
0.13365615904331207,0.5792203545570374,-0.021073034033179283,-0.2828284204006195,0.0,1.0
0.14524056017398834,0.384405255317688,-0.026729602366685867,0.0031343968585133553,1.0,1.0
0.1529286652803421,0.5799001455307007,-0.0266669150441885,-0.2978607714176178,0.0,1.0
0.16452667117118835,0.38516825437545776,-0.032624129205942154,-0.01370595395565033,1.0,1.0
0.17223003506660461,0.5807425379753113,-0.032898250967264175,-0.31650105118751526,0.0,1.0
0.18384487926959991,0.3861042559146881,-0.03922827169299126,-0.03437192738056183,1.0,1.0
0.19156697392463684,0.5817661285400391,-0.03991570696234703,-0.33916914463043213,0.0,1.0
0.2032022923231125,0.3872342109680176,-0.04669909179210663,-0.05933578312397003,1.0,1.0
0.2109469771385193,0.5829935669898987,-0.04788580536842346,-0.3663792014122009,0.0,1.0
0.2226068526506424,0.38858363032341003,-0.05521339178085327,-0.0891716480255127,0.0,1.0
0.23037852346897125,0.1942947804927826,-0.056996822357177734,0.18559303879737854,1.0,1.0
0.23426441848278046,0.3901839554309845,-0.053284961730241776,-0.12451156973838806,0.0,1.0
0.2420680969953537,0.19586427509784698,-0.055775195360183716,0.150895893573761,1.0,1.0
0.24598537385463715,0.3917386829853058,-0.052757278084754944,-0.15884824097156525,0.0,1.0
0.25382015109062195,0.19741018116474152,-0.05593424290418625,0.11673548817634583,1.0,1.0
0.2577683627605438,0.39328712224960327,-0.053599532693624496,-0.19305647909641266,0.0,1.0
0.26563408970832825,0.1989712417125702,-0.057460661977529526,0.0822480097413063,0.0,1.0
0.2696135342121124,0.004718047566711903,-0.05581570044159889,0.35626277327537537,1.0,1.0
0.26970788836479187,0.20058730244636536,-0.048690445721149445,0.04651511833071709,0.0,1.0
0.2737196385860443,0.006196134723722935,-0.047760143876075745,0.32344695925712585,1.0,1.0
0.27384355664253235,0.20196446776390076,-0.04129120334982872,0.016093166545033455,0.0,1.0
0.277882844209671,0.007458265870809555,-0.04096934199333191,0.2954676151275635,1.0,1.0
0.27803200483322144,0.20313961803913116,-0.035059988498687744,-0.00984970759600401,0.0,1.0
0.282094806432724,0.008537553250789642,-0.03525698184967041,0.2715684771537781,1.0,1.0
0.2822655439376831,0.2041444033384323,-0.029825612902641296,-0.0320228636264801,0.0,1.0
0.286348432302475,0.009462578222155571,-0.030466070398688316,0.2511025667190552,1.0,1.0
0.28653767704963684,0.20500603318214417,-0.025444019585847855,-0.05103214830160141,0.0,1.0
0.2906378209590912,0.010257991030812263,-0.026464663445949554,0.2335156351327896,1.0,1.0
0.2908429801464081,0.20574788749217987,-0.021794350817799568,-0.06739623099565506,0.0,1.0
0.2949579358100891,0.010945068672299385,-0.023142274469137192,0.21833156049251556,1.0,1.0
