Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Cluster_1,Cluster_2,Action_Label
0.0,-0.2851560413837433,0.0,0.0727977305650711,0.0002648925292305,0.0,0.0,0.0,0.0,-0.4456850588321686,-0.0105820037424564,2.505063533782959,0.0,0.0,0.2624138593673706,0.0,0,1,7
0.0,-0.0822640359401702,0.0,0.3780455291271209,-0.0005649652448482,0.0,0.0,0.0,0.0,0.3461626470088959,0.0106412498280406,1.2824437618255615,0.0,0.0,-0.4994871318340301,0.0,0,2,6
0.0,0.8683099150657654,0.0,0.2956931293010711,-0.0002887466398533,0.0,0.0,0.0,0.0,0.680307149887085,0.0108187114819884,0.9135804772377014,0.0,0.0,-0.1256408393383026,0.0,0,3,6
0.0,-0.5838114619255066,0.0,0.0845193490386009,-6.231083534657955e-05,0.0,0.0,0.0,0.0,-0.6100583076477051,-9.545214561512694e-05,3.774243116378784,0.0,0.0,-0.1605509668588638,0.0,0,4,7
0.0,-0.37112957239151,0.0,-0.0826051235198974,-0.0004283378948457,0.0,0.0,0.0,0.0,-0.606788694858551,0.0044809416867792,1.660902976989746,0.0,0.0,0.2406848967075348,0.0,0,5,6
0.0,-0.2330061644315719,0.0,-0.1109223067760467,-0.0005409181467257,0.0,0.0,0.0,0.0,-0.3731202185153961,0.0045289103873074,1.43010675907135,0.0,0.0,0.0603604391217231,0.0,0,6,6
0.0,-0.3257975280284881,0.0,0.1777983903884887,0.0001603017299203,0.0,0.0,0.0,0.0,-0.4353215396404266,-0.006191715132445,2.3336126804351807,0.0,0.0,-0.0384706445038318,0.0,0,7,7
0.0,-0.138540506362915,0.0,-0.0710663124918937,-7.187515438999981e-05,0.0,0.0,0.0,0.0,-0.4960748553276062,0.0141542488709092,2.157000064849853,0.0,0.0,0.3213733434677124,0.0,0,8,6
0.0,-0.3999398946762085,0.0,-0.0798574313521385,-0.0004352360847406,0.0,0.0,0.0,0.0,-0.6425251364707947,0.0045215501450002,1.7252789735794067,0.0,0.0,0.2380713671445846,0.0,1,2,6
0.0,0.1475443989038467,0.0,-0.0797368362545967,-9.681537630967796e-05,0.0,0.0,0.0,0.0,-0.3563204705715179,0.0153811015188694,1.7097011804580688,0.0,0.0,0.3503028452396393,0.0,1,3,6
0.0,-0.1956119835376739,0.0,-0.076312243938446,-6.80600423947908e-05,0.0,0.0,0.0,0.0,-0.5168574452400208,0.0151792503893375,2.236180305480957,0.0,0.0,0.3242639005184173,0.0,1,4,6
0.0,-0.1692282706499099,0.0,-0.0298872776329517,-0.0010014915606006,0.0,0.0,0.0,0.0,-0.3769415020942688,0.0487491264939308,3.1870193481445312,0.0,0.0,0.3346531391143799,0.0,1,5,7
0.0,-0.5776709318161011,0.0,-0.9037703275680542,-0.000163618431543,0.0,0.9069468379020692,0.0,0.0,-0.9691473841667176,0.0209448430687189,2.620733976364136,0.0,0.0,-0.2029999643564224,0.0,1,6,5
