feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,action,reward
2533.2236328125,273.5125427246094,2347.925048828125,0.0,0.0,0.0,1918.42041015625,0.0,0.0,101.20074462890625,0.0,1223.095703125,924.2301635742188,0.0,0.0,20.63262367248535,7.0,0.0
1271.3961181640625,978.1866455078125,2688.413818359375,0.0,0.0,0.0,797.9754638671875,0.0,130.36331176757812,21.184053421020508,0.0,1054.09423828125,616.9588012695312,0.0,0.0,0.0,12.0,0.0
1241.3182373046875,872.5602416992188,2122.240234375,0.0,0.0,0.0,1263.1181640625,0.0,791.8307495117188,0.0,0.0,900.791259765625,986.7888793945312,0.0,0.0,86.29859161376953,12.0,0.0
1430.2227783203125,950.5113525390625,2133.408447265625,0.0,0.0,0.0,1696.820556640625,0.0,874.437255859375,141.06021118164062,0.0,1210.929931640625,1048.8197021484375,0.0,0.0,436.74700927734375,12.0,0.0
1511.7559814453125,804.9464111328125,2057.79248046875,0.0,0.0,0.0,1949.3643798828125,0.0,903.6563110351562,240.6183319091797,0.0,1171.682373046875,1051.3843994140625,0.0,0.0,435.7522888183594,12.0,0.0
1274.074462890625,415.7633972167969,2679.386962890625,0.0,0.0,0.0,1640.7041015625,0.0,36.13296890258789,257.2192077636719,0.0,1114.2161865234375,707.2449951171875,0.0,0.0,335.45098876953125,12.0,0.0
977.0029907226562,439.2619323730469,2785.872802734375,0.0,0.0,0.0,1540.6845703125,0.0,0.0,0.0,0.0,1197.743408203125,758.5897216796875,0.0,0.0,462.5059814453125,12.0,0.0
1053.1702880859375,399.9134521484375,2728.575439453125,0.0,0.0,0.0,1612.21875,0.0,161.04222106933594,0.0,0.0,1200.62548828125,899.3843383789062,0.0,0.0,577.6206665039062,12.0,0.0
1287.9500732421875,477.5432434082031,3162.4365234375,0.0,0.0,0.0,1795.2928466796875,0.0,167.05010986328125,0.0,0.0,1640.9361572265625,986.5354614257812,0.0,0.0,567.2825317382812,12.0,0.0
1100.177001953125,304.7128601074219,3219.668701171875,0.0,0.0,0.0,1607.419189453125,0.0,0.0,0.0,0.0,1597.339111328125,955.4722900390625,0.0,0.0,684.2860107421875,12.0,0.0
1143.2847900390625,170.8562774658203,2977.4296875,0.0,0.0,0.0,1558.176513671875,0.0,0.0,0.0,0.0,1510.386962890625,820.1046142578125,0.0,0.0,532.827880859375,12.0,0.0
1066.122802734375,100.06306457519531,3308.01806640625,0.0,0.0,0.0,1627.668701171875,0.0,0.0,0.0,0.0,1371.284423828125,921.7091064453125,0.0,0.0,646.2338256835938,12.0,0.0
1056.2984619140625,187.91957092285156,3119.077392578125,0.0,0.0,0.0,1582.6142578125,0.0,0.0,0.0,0.0,1287.612060546875,847.4396362304688,0.0,0.0,534.2745971679688,12.0,0.0
1128.8365478515625,135.69676208496094,3293.12255859375,0.0,0.0,0.0,1450.00830078125,0.0,0.0,0.0,0.0,1380.1761474609375,702.2628173828125,0.0,0.0,444.90521240234375,12.0,0.0
1454.5360107421875,220.55052185058594,3522.235595703125,0.0,0.0,0.0,1333.0352783203125,0.0,0.0,0.0,0.0,1238.107666015625,681.6371459960938,0.0,0.0,316.9412536621094,12.0,0.0
1573.787841796875,123.46488952636719,3853.384765625,0.0,0.0,0.0,1317.095947265625,0.0,0.0,0.0,0.0,1148.045166015625,681.320068359375,0.0,0.0,292.151123046875,12.0,0.0
1658.3297119140625,53.63682174682617,4133.9404296875,0.0,0.0,0.0,1302.935302734375,0.0,0.0,0.0,0.0,968.2435913085938,683.7769165039062,0.0,0.0,347.61053466796875,12.0,0.0
1775.8885498046875,149.5104217529297,4264.82373046875,0.0,0.0,0.0,1153.73486328125,0.0,0.0,0.0,0.0,1033.1859130859375,627.5796508789062,0.0,0.0,161.82652282714844,12.0,0.0
2478.35205078125,8.368696212768555,4056.1025390625,0.0,0.0,0.0,1276.21630859375,0.0,0.0,0.0,0.0,1569.1683349609375,562.1337280273438,0.0,0.0,0.0,9.0,0.0
2881.642822265625,0.0,3595.9736328125,0.0,0.0,0.0,1298.66845703125,0.0,0.0,0.0,0.0,1782.811279296875,449.06646728515625,0.0,0.0,0.0,9.0,0.0
3257.169189453125,0.0,3708.902587890625,0.0,0.0,0.0,1549.476806640625,0.0,0.0,113.542724609375,0.0,2481.610107421875,454.86224365234375,0.0,0.0,0.0,7.0,0.0
3423.72705078125,81.15538024902344,3278.042724609375,0.0,0.0,0.0,1346.3074951171875,0.0,0.0,281.60302734375,0.0,2658.419189453125,314.4864196777344,0.0,0.0,0.0,7.0,0.0
3005.447509765625,189.0352020263672,3621.587158203125,0.0,0.0,0.0,1079.2657470703125,0.0,0.0,135.80120849609375,0.0,2256.051513671875,233.0238494873047,0.0,0.0,0.0,7.0,0.0
2769.777587890625,8.051984786987305,4005.7412109375,0.0,0.0,0.0,433.1235656738281,0.0,0.0,75.06722259521484,0.0,1258.98291015625,83.5630111694336,0.0,0.0,0.0,9.0,1.0
2800.4033203125,0.0,3204.3662109375,0.0,0.0,0.0,705.549560546875,0.0,0.0,266.61383056640625,0.0,762.19677734375,43.01137161254883,0.0,0.0,0.0,9.0,0.0
2824.923583984375,0.0,2700.128662109375,0.0,0.0,0.0,354.66766357421875,0.0,0.0,370.8316345214844,0.0,471.4031066894531,50.4902229309082,0.0,0.0,0.0,9.0,0.0
3027.0400390625,0.0,2861.718505859375,0.0,0.0,0.0,441.40277099609375,0.0,0.0,345.0346984863281,0.0,781.6235961914062,12.304800033569336,0.0,0.0,0.0,9.0,0.0
3119.078857421875,0.0,3034.628662109375,0.0,0.0,0.0,748.4559326171875,0.0,0.0,340.4577331542969,0.0,1013.9483642578125,249.8058319091797,0.0,0.0,0.0,9.0,0.0
3583.639404296875,0.0,2995.390869140625,0.0,0.0,0.0,1341.7628173828125,0.0,0.0,340.02203369140625,0.0,1941.8021240234375,357.9989929199219,0.0,0.0,0.0,7.0,1.0
2913.357666015625,0.0,2830.729736328125,0.0,0.0,0.0,894.7155151367188,0.0,0.0,205.43548583984375,0.0,1222.250244140625,256.13592529296875,0.0,0.0,0.0,7.0,0.0
2490.993896484375,0.0,2711.73681640625,0.0,0.0,0.0,466.2846374511719,0.0,0.0,154.1504364013672,0.0,650.447021484375,112.2263412475586,0.0,0.0,0.0,9.0,0.0
2389.23681640625,0.0,2415.999267578125,0.0,0.0,0.0,565.4971923828125,0.0,0.0,255.22982788085938,0.0,436.3349304199219,30.723867416381836,0.0,0.0,0.0,9.0,0.0
2536.05615234375,0.0,2595.521728515625,0.0,0.0,0.0,493.7136535644531,0.0,0.0,260.06683349609375,0.0,493.36920166015625,0.0,0.0,0.0,0.0,9.0,0.0
2663.607421875,271.6801452636719,3153.786865234375,0.0,0.0,0.0,446.7430725097656,0.0,18.94501304626465,138.6504364013672,0.0,965.816650390625,0.0,0.0,0.0,0.0,9.0,1.0
2800.258544921875,123.09324645996094,2612.491455078125,0.0,72.73847198486328,0.0,1023.6820068359375,0.0,0.0,230.37179565429688,0.0,1239.811767578125,62.3670539855957,0.0,0.0,0.0,9.0,1.0
2469.015380859375,315.3299560546875,1990.200439453125,0.0,288.9339599609375,0.0,1077.045166015625,0.0,40.083927154541016,373.727783203125,0.0,1134.6513671875,170.1809539794922,0.0,0.0,0.0,9.0,0.0
2304.29296875,314.4633483886719,1621.445556640625,0.0,423.02294921875,0.0,1231.4154052734375,0.0,0.0,591.7220458984375,0.0,1139.4342041015625,242.6395721435547,0.0,0.0,0.0,9.0,0.0
2305.371826171875,636.0040283203125,1551.271484375,0.0,389.0708312988281,0.0,1044.752685546875,0.0,435.24371337890625,390.3905944824219,0.0,954.9742431640625,258.0995788574219,0.0,0.0,0.0,9.0,0.0
1950.201904296875,593.567138671875,1434.070068359375,0.0,182.21095275878906,0.0,1202.43603515625,0.0,329.8633117675781,243.53570556640625,0.0,1321.00439453125,386.1304626464844,0.0,0.0,0.0,7.0,1.0
1785.4942626953125,466.2043151855469,1477.1229248046875,0.0,100.51835632324219,0.0,940.7821655273438,0.0,77.25748443603516,144.2375030517578,0.0,929.57861328125,227.65228271484375,0.0,0.0,0.0,9.0,1.0
1794.6368408203125,651.9622192382812,2026.34765625,0.0,0.0,0.0,1169.041015625,0.0,0.0,261.9131164550781,0.0,988.9999389648438,346.6667175292969,0.0,0.0,0.0,12.0,0.0
