Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Cluster_1,Cluster_2,Action_Label
161.50502014160156,0.0,0.0,0.0,849.9095458984375,0.0,0.0,1037.38525390625,0.0,440.8917846679688,0.0,0.0,0.0,270.6354064941406,56.48066329956055,786.6355590820312,0,1,7
95.1994400024414,0.0,0.0,0.0,470.2562255859375,0.0,0.0,0.0,0.0,180.06361389160156,0.0,0.0,0.0,88.72929382324219,96.31009674072266,647.2334594726562,0,2,9
66.96086883544922,0.0,0.0,0.0,172.4872589111328,0.0,6.232744693756104,0.0,0.0,171.62173461914062,0.0,0.0,0.0,110.69414520263672,0.0,181.6488037109375,0,3,9
51.158199310302734,50.33921432495117,0.0,0.0,62.84172058105469,0.0,0.0,0.0,0.0,74.64204406738281,0.0,0.0,8.269847869873047,106.05664825439452,0.0,317.4085693359375,0,4,9
549.5249633789062,101.93577575683594,0.0,0.0,54.44528198242188,237.3441925048828,33.74626159667969,936.9337158203124,0.0,0.0,55.82757186889648,964.7496337890624,246.06494140625,0.0,21.545848846435547,1578.2593994140625,0,5,2
89.66468048095703,0.0,0.0,0.0,93.95310974121094,0.0,35.437442779541016,0.0,0.0,247.9345245361328,0.0,0.0,0.0,157.37808227539062,0.0,229.8769073486328,0,6,9
131.0036163330078,0.0,0.0,0.0,7.160192012786865,0.0,54.54940032958984,0.0,0.0,145.24244689941406,0.0,0.0,0.0,45.90677261352539,0.0,222.849838256836,0,7,9
90.4572982788086,0.0,0.0,0.0,1326.834716796875,187.1228485107422,0.0,2613.28076171875,0.0,486.96240234375,0.0,502.4603576660156,0.0,159.63113403320312,460.3789978027344,1833.19287109375,0,8,7
13.699854850769045,847.73974609375,0.0,0.0,468.457275390625,19.387426376342773,0.0,0.0,9.97689723968506,0.0,0.0,332.5966796875,611.1736450195312,818.4448852539062,531.9953002929688,2331.47314453125,0,9,5
616.4102783203125,0.0,0.0,0.0,1870.912841796875,0.0,645.99755859375,0.0,0.0,0.0,0.0,1056.9515380859375,0.0,3.037189483642578,0.0,3703.8154296875,0,10,9
231.9004364013672,792.6387939453125,0.0,0.0,870.1669921875,0.0,420.5224304199219,0.0,0.0,0.0,0.0,147.8734130859375,1298.7410888671875,1011.6226196289062,0.0,3576.5927734375,0,11,5
236.0543975830078,715.1492919921875,0.0,0.0,669.1635131835938,0.0,424.6915588378906,0.0,0.0,0.0,0.0,40.90605926513672,1140.4478759765625,934.036376953125,0.0,3015.950927734375,0,12,5
0.0,840.0516967773438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.2565460205078,929.899658203125,433.0289001464844,0.0,1737.2628173828125,0,13,5
198.8506317138672,0.0,0.0,0.0,842.0122680664062,7.438076972961426,0.0,0.0,0.0,48.97737503051758,0.0,0.0,0.0,244.1525421142578,106.64552307128906,837.5264282226562,0,14,9
0.0,0.0,0.0,0.0,1282.0908203125,0.0,0.0,0.0,0.0,412.2110595703125,0.0,0.0,0.0,666.2022094726562,99.55087280273438,1016.58935546875,0,15,9
161.98321533203125,0.0,0.0,0.0,822.7800903320312,0.0,0.0,439.64404296875,0.0,236.79132080078125,0.0,0.0,0.0,287.183837890625,36.68115997314453,635.7960815429688,0,16,7
198.8506317138672,0.0,0.0,0.0,842.0122680664062,7.438076972961426,0.0,0.0,0.0,48.97737503051758,0.0,0.0,0.0,244.1525421142578,106.64552307128906,837.5264282226562,0,17,9
508.2537536621094,0.0,0.0,0.0,768.6931762695312,265.22576904296875,0.0,1973.5125732421875,0.0,0.0,0.0,241.30328369140625,0.0,0.0,241.3223876953125,1327.69482421875,1,2,7
178.13795471191406,0.0,0.0,0.0,869.8057250976562,0.0,0.0,883.8187255859375,0.0,390.3964538574219,0.0,0.0,0.0,247.5228271484375,88.85307312011719,936.1629028320312,1,3,7
526.7694702148438,0.0,0.0,0.0,838.2296752929688,108.01133728027344,0.0,1644.574951171875,0.0,39.403465270996094,0.0,0.0,0.0,78.06035614013672,130.16806030273438,884.8604736328125,1,4,7
401.7058715820313,0.0,0.0,0.0,798.4230346679688,0.0,0.0,913.815185546875,0.0,323.2579345703125,0.0,0.0,0.0,310.1672668457031,0.0,685.7939453125,1,5,7
597.6044311523438,0.0,0.0,0.0,855.1945190429688,190.2353515625,0.0,1472.76025390625,0.0,0.0,0.0,313.80255126953125,0.0,0.0,214.3388519287109,1557.1763916015625,1,6,7
0.0,1039.89990234375,0.0,0.0,0.0,0.0,0.0,0.0,83.94082641601562,0.0,0.0,226.362533569336,984.9733276367188,836.3875732421875,299.5919494628906,1722.2218017578125,1,7,5
464.9771728515625,237.5654754638672,0.0,0.0,185.90513610839844,159.349853515625,60.53753662109375,506.7030029296875,0.0,0.0,0.0,814.1983032226562,390.2403564453125,100.81031036376952,25.135303497314453,1850.0260009765625,1,8,7
63.33749771118164,0.0,0.0,0.0,1147.609619140625,0.0,0.0,980.57275390625,0.0,492.504150390625,0.0,1.1567144393920898,0.0,383.6572570800781,101.66194915771484,1073.51806640625,1,9,7
