cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,reward
-0.041975922882556915,-0.02995973825454712,0.014938232488930225,0.021064911037683487,1.0,1.0
-0.04257511720061302,0.1649448275566101,0.015359530225396156,-0.26686763763427734,0.0,1.0
-0.03927621990442276,-0.030392922461032867,0.0100221773609519,0.030619947239756584,1.0,1.0
-0.03988407924771309,0.16458387672901154,0.010634575970470905,-0.25888410210609436,0.0,1.0
-0.036592401564121246,-0.03068826161324978,0.0054568941704928875,0.03713405877351761,1.0,1.0
-0.03720616549253464,0.16435500979423523,0.006199575494974852,-0.2538221776485443,0.0,1.0
-0.033919066190719604,-0.030854908749461174,0.0011231318349018693,0.040809739381074905,1.0,1.0
-0.03453616425395012,0.1642509251832962,0.001939326641149819,-0.2515186071395874,0.0,1.0
-0.03125114366412163,-0.030898671597242355,-0.003091045655310154,0.041775379329919815,1.0,1.0
-0.03186911717057228,0.16426746547222137,-0.002255538245663047,-0.2518811821937561,0.0,1.0
-0.028583768755197525,-0.030822202563285828,-0.007293161936104298,0.0400894358754158,1.0,1.0
-0.02920021302998066,0.16440357267856598,-0.006491373293101788,-0.25488561391830444,0.0,1.0
-0.025912141427397728,-0.030625099316239357,-0.011589085683226585,0.03574278578162193,1.0,1.0
-0.02652464434504509,0.16466110944747925,-0.010874229483306408,-0.26057398319244385,0.0,1.0
-0.023231420665979385,-0.030303936451673508,-0.016085708513855934,0.02865934744477272,1.0,1.0
-0.0238375011831522,0.16504494845867157,-0.01551252231001854,-0.2690550684928894,0.0,1.0
-0.020536601543426514,-0.02985222265124321,-0.020893624052405357,0.01869501732289791,1.0,1.0
-0.021133646368980408,0.16556303203105927,-0.020519724115729332,-0.2805061638355255,0.0,1.0
-0.01782238483428955,-0.029260287061333656,-0.026129847392439842,0.005634915549308062,1.0,1.0
-0.018407590687274933,0.16622647643089294,-0.026017148047685623,-0.2951764166355133,0.0,1.0
-0.015083061531186104,-0.02851509489119053,-0.031920675188302994,-0.010811111889779568,0.0,1.0
-0.01565336249768734,-0.22316506505012512,-0.03213689848780632,0.27163201570510864,1.0,1.0
-0.020116664469242096,-0.027599625289440155,-0.02670425921678543,-0.031011290848255157,0.0,1.0
-0.02066865749657154,-0.22232864797115326,-0.027324484661221504,0.2531279921531677,1.0,1.0
-0.025115229189395905,-0.026827404275536537,-0.022261925041675568,-0.048046816140413284,0.0,1.0
-0.025651777163147926,-0.22162318229675293,-0.02322286181151867,0.23752997815608978,1.0,1.0
-0.030084241181612015,-0.026177287101745605,-0.01847226172685623,-0.06238671764731407,0.0,1.0
-0.030607787892222404,-0.22102957963943481,-0.01971999555826187,0.22441132366657257,1.0,1.0
-0.035028379410505295,-0.02563142217695713,-0.015231769531965256,-0.07442623376846313,0.0,1.0
-0.03554100915789604,-0.22053173184394836,-0.016720294952392578,0.2134123593568802,1.0,1.0
-0.039951641112565994,-0.02517477422952652,-0.012452046386897564,-0.08449766039848328,0.0,1.0
-0.04045513644814491,-0.2201160341501236,-0.014142000116407871,0.20423075556755066,1.0,1.0
-0.044857457280159,-0.02479473128914833,-0.010057385079562664,-0.0928795114159584,0.0,1.0
-0.04535335302352905,-0.2197711020708084,-0.011914975009858608,0.19661341607570648,1.0,1.0
-0.049748774617910385,-0.024480760097503662,-0.007982706651091576,-0.09980420768260956,0.0,1.0
-0.050238389521837234,-0.21948739886283875,-0.009978790767490864,0.1903495490550995,1.0,1.0
-0.05462813749909401,-0.02422412484884262,-0.006171800196170807,-0.10546450316905975,0.0,1.0
-0.05511261895298958,-0.21925708651542664,-0.008281090296804905,0.18526487052440643,1.0,1.0
-0.059497762471437454,-0.024017635732889175,-0.004575792700052261,-0.11001887917518616,0.0,1.0
-0.05997811630368233,-0.21907372772693634,-0.006776170339435339,0.18121691048145294,1.0,1.0
-0.06435959041118622,-0.023855464532971382,-0.0031518321484327316,-0.11359593272209167,0.0,1.0
-0.06483669579029083,-0.21893210709095,-0.005423750728368759,0.17809094488620758,1.0,1.0
-0.06921534240245819,-0.02373296581208706,-0.0018619318725541234,-0.11629804223775864,0.0,1.0
-0.06969000399112701,-0.21882818639278412,-0.004187892656773329,0.17579688131809235,1.0,1.0
-0.07406656444072723,-0.023646555840969086,-0.0006719550001434982,-0.11820424348115921,0.0,1.0
-0.07453949749469757,-0.21875886619091034,-0.0030360398814082146,0.17426662147045135,1.0,1.0
-0.07891467213630676,-0.0235936027020216,0.00044929247815161943,-0.11937253922224045,0.0,1.0
-0.07938654720783234,-0.21872198581695557,-0.0019381582969799638,0.17345210909843445,1.0,1.0
-0.08376098424196243,-0.023572349920868874,0.0015308838337659836,-0.11984162032604218,0.0,1.0
-0.08423243463039398,-0.21871620416641235,-0.0008659485611133277,0.17332389950752258,1.0,1.0
-0.08860675245523453,-0.023581868037581444,0.002600529231131077,-0.11963208764791489,0.0,1.0
-0.0890783965587616,-0.21874098479747772,0.00020788762776646763,0.17387014627456665,1.0,1.0
-0.09345321357250214,-0.02362200617790222,0.0036852906923741102,-0.11874718964099884,0.0,1.0
-0.09392565488815308,-0.21879656612873077,0.001310346880927682,0.17509613931179047,0.0,1.0
-0.09830158203840256,-0.4139372408390045,0.004812269471585751,0.46819213032722473,1.0,1.0
-0.10658033192157745,-0.21888360381126404,0.014176112599670887,0.17702987790107727,1.0,1.0
-0.11095800250768661,-0.02396736852824688,0.01771670952439308,-0.11114746332168579,0.0,1.0
-0.1114373505115509,-0.21933865547180176,0.01549376081675291,0.18707190454006195,1.0,1.0
-0.11582411825656891,-0.024441761896014214,0.019235199317336082,-0.10068335384130478,0.0,1.0
-0.11631295830011368,-0.21983402967453003,0.01722153276205063,0.19800561666488647,1.0,1.0
